	Study	Sample	Ecosystem	Habitat	Location	Date	Cryosphere	Latitude	Longitude
555	PRJDB8049	DRR186839	Terrestrial	Montane forest soil	Japan	02.06.17	No		
556	PRJDB8049	DRR186840	Terrestrial	Montane forest soil	Japan	02.06.17	No		
557	PRJDB8049	DRR186841	Terrestrial	Montane forest soil	Japan	03.07.16	No		
558	PRJDB8049	DRR186842	Terrestrial	Montane forest soil	Japan	03.07.16	No		
559	PRJDB8049	DRR186843	Terrestrial	Montane forest soil	Japan	03.07.16	No		
560	PRJDB8049	DRR186844	Terrestrial	Montane forest soil	Japan	03.07.16	No		
561	PRJDB8049	DRR186845	Terrestrial	Montane forest soil	Japan	01.08.16	No		
562	PRJDB8049	DRR186846	Terrestrial	Montane forest soil	Japan	01.08.16	No		
563	PRJDB8049	DRR186847	Terrestrial	Montane forest soil	Japan	01.08.16	No		
564	PRJDB8049	DRR186848	Terrestrial	Montane forest soil	Japan	01.08.16	No		
565	PRJDB8049	DRR186849	Terrestrial	Montane forest soil	Japan	01.09.16	No		
566	PRJDB8049	DRR186850	Terrestrial	Montane forest soil	Japan	01.09.16	No		
567	PRJDB8049	DRR186851	Terrestrial	Montane forest soil	Japan	01.09.16	No		
568	PRJDB8049	DRR186852	Terrestrial	Montane forest soil	Japan	01.09.16	No		
569	PRJDB8049	DRR186853	Terrestrial	Montane forest soil	Japan	03.10.16	No		
570	PRJDB8049	DRR186854	Terrestrial	Montane forest soil	Japan	03.10.16	No		
571	PRJDB8049	DRR186855	Terrestrial	Montane forest soil	Japan	03.10.16	No		
572	PRJDB8049	DRR186856	Terrestrial	Montane forest soil	Japan	03.10.16	No		
573	PRJDB8049	DRR186857	Terrestrial	Montane forest soil	Japan	01.11.16	No		
574	PRJDB8049	DRR186858	Terrestrial	Montane forest soil	Japan	01.11.16	No		
575	PRJDB8049	DRR186859	Terrestrial	Montane forest soil	Japan	01.11.16	No		
576	PRJDB8049	DRR186860	Terrestrial	Montane forest soil	Japan	01.11.16	No		
577	PRJDB8049	DRR186861	Terrestrial	Montane forest soil	Japan	05.12.16	No		
578	PRJDB8049	DRR186862	Terrestrial	Montane forest soil	Japan	05.12.16	No		
579	PRJDB8049	DRR186863	Terrestrial	Montane forest soil	Japan	05.12.16	No		
580	PRJDB8049	DRR186864	Terrestrial	Montane forest soil	Japan	05.12.16	No		
581	PRJDB8049	DRR186865	Terrestrial	Montane forest soil	Japan	04.01.17	No		
582	PRJDB8049	DRR186866	Terrestrial	Montane forest soil	Japan	04.01.17	No		
583	PRJDB8049	DRR186867	Terrestrial	Montane forest soil	Japan	04.01.17	No		
584	PRJDB8049	DRR186868	Terrestrial	Montane forest soil	Japan	04.01.17	No		
585	PRJDB8049	DRR186869	Terrestrial	Montane forest soil	Japan	01.02.17	No		
586	PRJDB8049	DRR186870	Terrestrial	Montane forest soil	Japan	01.02.17	No		
587	PRJDB8049	DRR186871	Terrestrial	Montane forest soil	Japan	01.02.17	No		
588	PRJDB8049	DRR186872	Terrestrial	Montane forest soil	Japan	01.02.17	No		
589	PRJDB8049	DRR186873	Terrestrial	Montane forest soil	Japan	06.03.17	No		
590	PRJDB8049	DRR186874	Terrestrial	Montane forest soil	Japan	06.03.17	No		
591	PRJDB8049	DRR186875	Terrestrial	Montane forest soil	Japan	06.03.17	No		
592	PRJDB8049	DRR186876	Terrestrial	Montane forest soil	Japan	06.03.17	No		
593	PRJDB8049	DRR186877	Terrestrial	Montane forest soil	Japan	12.04.17	No		
594	PRJDB8049	DRR186878	Terrestrial	Montane forest soil	Japan	12.04.17	No		
595	PRJDB8049	DRR186879	Terrestrial	Montane forest soil	Japan	12.04.17	No		
596	PRJDB8049	DRR186880	Terrestrial	Montane forest soil	Japan	12.04.17	No		
597	PRJDB8049	DRR186881	Terrestrial	Montane forest soil	Japan	02.05.17	No		
598	PRJDB8049	DRR186882	Terrestrial	Montane forest soil	Japan	02.05.17	No		
599	PRJDB8049	DRR186883	Terrestrial	Montane forest soil	Japan	02.05.17	No		
600	PRJDB8049	DRR186884	Terrestrial	Montane forest soil	Japan	02.05.17	No		
601	PRJDB8049	DRR186885	Terrestrial	Montane forest soil	Japan	02.06.17	No		
602	PRJDB8049	DRR186886	Terrestrial	Montane forest soil	Japan	02.06.17	No		
603	PRJDB8049	DRR186887	Terrestrial	Montane forest soil	Japan	02.06.17	No		
604	PRJDB8049	DRR186888	Terrestrial	Montane forest soil	Japan	02.06.17	No		
605	PRJEB11492	ERR1097500	Freshwater	Lake hypolimnion	Switzerland		No		
606	PRJEB11492	ERR1097501	Freshwater	Lake hypolimnion	Switzerland		No		
607	PRJEB11492	ERR1097502	Freshwater	Lake hypolimnion	Switzerland		No		
608	PRJEB11492	ERR1097503	Freshwater	Lake hypolimnion	Switzerland		No		
609	PRJEB11492	ERR1097504	Freshwater	Lake hypolimnion	Switzerland		No		
610	PRJEB11492	ERR1097505	Freshwater	Lake hypolimnion	Switzerland		No		
611	PRJEB21239	ERR2003796	Marine	Water	Namibia		No		
612	PRJEB21239	ERR2003797	Marine	Water	Namibia		No		
613	PRJEB21239	ERR2003798	Marine	Water	Namibia		No		
614	PRJEB21239	ERR2003799	Marine	Water	Namibia		No		
615	PRJEB21239	ERR2003800	Marine	Water	Namibia		No		
616	PRJEB21239	ERR2003801	Marine	Water	Namibia		No		
617	PRJEB21239	ERR2003802	Marine	Water	Namibia		No		
618	PRJEB21239	ERR2003803	Marine	Water	Namibia		No		
619	PRJEB21239	ERR2003804	Marine	Water	Namibia		No		
620	PRJEB21239	ERR2003805	Marine	Water	Namibia		No		
621	PRJEB21239	ERR2003806	Marine	Water	Namibia		No		
622	PRJEB21239	ERR2003807	Marine	Water	Namibia		No		
623	PRJEB21239	ERR2003808	Marine	Water	Namibia		No		
624	PRJEB21239	ERR2003809	Marine	Water	Namibia		No		
625	PRJEB21491	ERR2015249	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
626	PRJEB21491	ERR2015250	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
627	PRJEB21491	ERR2015251	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
628	PRJEB21491	ERR2015252	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
629	PRJEB21491	ERR2015253	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
630	PRJEB21491	ERR2015254	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
631	PRJEB21491	ERR2015255	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
632	PRJEB21491	ERR2015256	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
633	PRJEB21491	ERR2015257	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
634	PRJEB21491	ERR2015258	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
635	PRJEB21491	ERR2015260	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
636	PRJEB21491	ERR2015261	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
637	PRJEB21491	ERR2015262	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
638	PRJEB21491	ERR2015263	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
639	PRJEB21491	ERR2015264	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
640	PRJEB21491	ERR2015265	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
641	PRJEB21491	ERR2015266	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
642	PRJEB21491	ERR2015267	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
643	PRJEB21491	ERR2015268	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
644	PRJEB21491	ERR2015270	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
645	PRJEB21491	ERR2015271	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
646	PRJEB21491	ERR2015272	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
647	PRJEB21491	ERR2015273	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
648	PRJEB21491	ERR2015274	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
649	PRJEB21491	ERR2015275	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
650	PRJEB21491	ERR2015276	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
651	PRJEB21491	ERR2015277	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
652	PRJEB21491	ERR2015278	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
653	PRJEB21491	ERR2015279	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
654	PRJEB21491	ERR2015280	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
655	PRJEB21491	ERR2015281	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
656	PRJEB21491	ERR2015282	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
657	PRJEB21491	ERR2015283	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
658	PRJEB21491	ERR2015284	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
659	PRJEB21491	ERR2015285	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
660	PRJEB21491	ERR2015286	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
661	PRJEB21491	ERR2015287	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
662	PRJEB21491	ERR2015288	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
663	PRJEB21491	ERR2015289	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
664	PRJEB21491	ERR2015290	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
665	PRJEB21491	ERR2015291	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
666	PRJEB21491	ERR2015292	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
667	PRJEB21491	ERR2015293	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
668	PRJEB21491	ERR2015294	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
669	PRJEB21491	ERR2015295	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
670	PRJEB21491	ERR2015296	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
671	PRJEB21491	ERR2015297	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
672	PRJEB21491	ERR2015298	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
673	PRJEB21491	ERR2015299	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
674	PRJEB21491	ERR2015300	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
675	PRJEB21491	ERR2015301	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
676	PRJEB21491	ERR2015302	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
677	PRJEB21491	ERR2015303	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
678	PRJEB21491	ERR2015304	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
679	PRJEB21491	ERR2015305	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
680	PRJEB21491	ERR2015306	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
681	PRJEB21491	ERR2015307	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
682	PRJEB21491	ERR2015308	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
683	PRJEB21491	ERR2015309	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
684	PRJEB21491	ERR2015310	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
685	PRJEB21491	ERR2015311	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
686	PRJEB21491	ERR2015312	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
687	PRJEB21491	ERR2015313	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
688	PRJEB21491	ERR2015314	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
689	PRJEB21491	ERR2015315	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
690	PRJEB21491	ERR2015316	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
691	PRJEB21491	ERR2015317	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
692	PRJEB21491	ERR2015318	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
693	PRJEB21491	ERR2015319	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
694	PRJEB21491	ERR2015320	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
695	PRJEB21491	ERR2015321	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
696	PRJEB21491	ERR2015322	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
697	PRJEB21491	ERR2015323	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
698	PRJEB21491	ERR2015324	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
699	PRJEB21491	ERR2015325	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
700	PRJEB21491	ERR2015326	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
701	PRJEB21491	ERR2015327	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
702	PRJEB21491	ERR2015328	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
703	PRJEB21491	ERR2015329	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
704	PRJEB21491	ERR2015330	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
705	PRJEB21491	ERR2015331	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
706	PRJEB21491	ERR2015332	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
707	PRJEB21491	ERR2015333	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
708	PRJEB21491	ERR2015334	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
709	PRJEB21491	ERR2015335	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
710	PRJEB21491	ERR2015336	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
711	PRJEB21491	ERR2015337	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
712	PRJEB21491	ERR2015338	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
713	PRJEB21491	ERR2015339	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
714	PRJEB21491	ERR2015340	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
715	PRJEB21491	ERR2015341	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
716	PRJEB21491	ERR2015342	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
717	PRJEB21491	ERR2015343	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
718	PRJEB21491	ERR2015344	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
719	PRJEB21491	ERR2015345	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
720	PRJEB21491	ERR2015346	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
721	PRJEB21491	ERR2015347	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
722	PRJEB21491	ERR2015348	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
723	PRJEB21491	ERR2015349	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
724	PRJEB21491	ERR2015350	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
725	PRJEB21491	ERR2015351	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
726	PRJEB21491	ERR2015352	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
727	PRJEB21491	ERR2015353	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
728	PRJEB21491	ERR2015354	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
729	PRJEB21491	ERR2015355	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
730	PRJEB21491	ERR2015356	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
731	PRJEB21491	ERR2015357	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
732	PRJEB21491	ERR2015358	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
733	PRJEB21491	ERR2015359	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
734	PRJEB21491	ERR2015360	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
735	PRJEB21491	ERR2015361	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
736	PRJEB21491	ERR2015362	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
737	PRJEB21491	ERR2015363	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
738	PRJEB21491	ERR2015364	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
739	PRJEB21491	ERR2015365	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
740	PRJEB21491	ERR2015366	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
741	PRJEB21491	ERR2015367	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
742	PRJEB21491	ERR2015368	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
743	PRJEB21491	ERR2015369	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
744	PRJEB21491	ERR2015370	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
745	PRJEB21491	ERR2015371	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
746	PRJEB21491	ERR2015372	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
747	PRJEB21491	ERR2015374	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
748	PRJEB21491	ERR2015375	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
749	PRJEB21491	ERR2015376	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
750	PRJEB21491	ERR2015377	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
751	PRJEB21491	ERR2015378	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
752	PRJEB21491	ERR2015379	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
753	PRJEB21491	ERR2015380	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
754	PRJEB21491	ERR2015381	Terrestrial	Temperate rainforest soil	Canada	16.04.16	No		
755	PRJEB21491	ERR2015382	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
756	PRJEB21491	ERR2015383	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
757	PRJEB21491	ERR2015384	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
758	PRJEB21491	ERR2015385	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
759	PRJEB21491	ERR2015386	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
760	PRJEB21491	ERR2015387	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
761	PRJEB21491	ERR2015388	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
762	PRJEB21491	ERR2015389	Terrestrial	Temperate rainforest soil	Canada	26.02.16	No		
763	PRJEB9914	ERR965453	Marine	Surface water	Ukraine	29.07.14	No		
764	PRJEB9914	ERR965454	Marine	Surface water	Ukraine	28.07.14	No		
765	PRJEB9914	ERR965455	Marine	Surface water	Ukraine	28.07.14	No		
766	PRJNA265122	SRR1647919	Marine	Methane seep sediment	Pacific	28.09.06	No	44.5700585	-125.147483
767	PRJNA265122	SRR1647937	Marine	Methane seep sediment	Pacific	28.09.06	No	44.5700585	-125.147483
768	PRJNA265122	SRR1647946	Marine	Methane seep sediment	Pacific	28.09.06	No	44.5700585	-125.147483
769	PRJNA265122	SRR1647963	Marine	Methane seep sediment	Pacific	28.09.06	No	44.5700585	-125.147483
770	PRJNA265122	SRR1647964	Marine	Methane seep sediment	Pacific	28.09.06	No	44.5700585	-125.147483
771	PRJNA265122	SRR1647965	Marine	Methane seep sediment	Pacific	28.09.06	No	44.5700585	-125.147483
772	PRJNA265122	SRR1647966	Marine	Methane seep sediment	Pacific	28.09.06	No	44.5700585	-125.147483
773	PRJNA265122	SRR1647967	Marine	Methane seep sediment	Pacific	28.09.06	No	44.5700585	-125.147483
774	PRJNA265122	SRR1647968	Marine	Methane seep sediment	Pacific	28.09.06	No	44.5700585	-125.147483
775	PRJNA265122	SRR1647969	Marine	Methane seep sediment	Pacific	28.09.06	No	44.5700585	-125.147483
776	PRJNA265122	SRR1647970	Marine	Methane seep sediment	Pacific	06.10.06	No	40.8114953	-124.610823
777	PRJNA265122	SRR1647971	Marine	Methane seep sediment	Pacific	06.10.06	No	40.8114953	-124.610823
778	PRJNA265122	SRR1647972	Marine	Methane seep sediment	Pacific	06.10.06	No	40.8114953	-124.610823
779	PRJNA265122	SRR1647974	Marine	Methane seep sediment	Pacific	06.10.06	No	40.8114953	-124.610823
780	PRJNA265122	SRR1647975	Marine	Methane seep sediment	Pacific	06.10.06	No	40.8114953	-124.610823
781	PRJNA265122	SRR1647976	Marine	Methane seep sediment	Pacific	06.10.06	No	40.8114953	-124.610823
782	PRJNA265122	SRR1647977	Marine	Methane seep sediment	Pacific	06.10.06	No	40.8114953	-124.610823
783	PRJNA265122	SRR1647979	Marine	Methane seep sediment	Pacific	06.10.06	No	40.8114953	-124.610823
784	PRJNA275905	SRR1824328	Marine	Methane seep sediment	Pacific	2011	No	44.568466	-125.152698
785	PRJNA275905	SRR1824329	Marine	Methane seep sediment	Pacific	2011	No	44.568511	-125.151905
786	PRJNA275905	SRR1824414	Marine	Methane seep sediment	Pacific	2006	No	40.81149533	-124.610823
787	PRJNA275905	SRR1824415	Marine	Methane seep sediment	Pacific	2006	No	40.81149533	-124.610823
788	PRJNA275905	SRR1824416	Marine	Methane seep sediment	Pacific	2011	No	44.667061	-125.09997
789	PRJNA275905	SRR1824417	Marine	Methane seep sediment	Pacific	2011	No	44.667447	-125.100486
790	PRJNA283403	SRR2014862	Freshwater	Hot spring	India	02.03.14	No	27.86	88.68
791	PRJNA283407	SRR2014930	Freshwater	Hot spring	India	09.06.13	No	25.525	91.648
792	PRJNA289273	SRR2134063	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
793	PRJNA289273	SRR2134064	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
794	PRJNA289273	SRR2134065	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
795	PRJNA289273	SRR2134066	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
796	PRJNA289273	SRR2134067	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
797	PRJNA289273	SRR2134068	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
798	PRJNA289273	SRR2134069	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
799	PRJNA289273	SRR2134070	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
800	PRJNA289273	SRR2134072	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
801	PRJNA289273	SRR2134073	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
802	PRJNA289273	SRR2134074	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
803	PRJNA289273	SRR2134075	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
804	PRJNA289273	SRR2134076	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
805	PRJNA289273	SRR2134077	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
806	PRJNA289273	SRR2134078	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
807	PRJNA289273	SRR2134079	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
808	PRJNA289273	SRR2134081	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
809	PRJNA289273	SRR2134082	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
810	PRJNA289273	SRR2134083	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
811	PRJNA289273	SRR2134084	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
812	PRJNA289273	SRR2134085	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
813	PRJNA289273	SRR2134086	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
814	PRJNA289273	SRR2134087	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
815	PRJNA289273	SRR2134088	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
816	PRJNA289273	SRR2134089	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
817	PRJNA289273	SRR2134090	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
818	PRJNA289273	SRR2134091	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
819	PRJNA289273	SRR2134092	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
820	PRJNA289273	SRR2134093	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
821	PRJNA289273	SRR2134094	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
822	PRJNA289273	SRR2134095	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
823	PRJNA289273	SRR2134096	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
824	PRJNA289273	SRR2134097	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
825	PRJNA289273	SRR2134098	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
826	PRJNA289273	SRR2134099	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
827	PRJNA289273	SRR2134100	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
828	PRJNA289273	SRR2134101	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
829	PRJNA289273	SRR2134102	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
830	PRJNA289273	SRR2134103	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
831	PRJNA289273	SRR2134104	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
832	PRJNA289273	SRR2134105	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
833	PRJNA289273	SRR2134106	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
834	PRJNA289273	SRR2134107	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
835	PRJNA289273	SRR2134108	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
836	PRJNA289273	SRR2134109	Freshwater	Subsurface rock and fluid	USA		No	38.862	-122.414
837	PRJNA289273	SRR5643047	Freshwater	Subsurface rock and fluid	USA	18.08.12	No	38.862	-122.414
838	PRJNA289273	SRR5643049	Freshwater	Subsurface rock and fluid	USA	18.08.12	No	38.862	-122.414
839	PRJNA289273	SRR5643050	Freshwater	Subsurface rock and fluid	USA	18.08.12	No	38.862	-122.414
840	PRJNA289273	SRR5643051	Freshwater	Subsurface rock and fluid	USA	18.08.12	No	38.862	-122.414
841	PRJNA289273	SRR5643052	Freshwater	Subsurface rock and fluid	USA	18.08.12	No	38.862	-122.414
842	PRJNA289273	SRR5643053	Freshwater	Subsurface rock and fluid	USA	18.08.12	No	38.862	-122.414
843	PRJNA289273	SRR5643056	Freshwater	Subsurface rock and fluid	USA	18.08.12	No	38.862	-122.414
844	PRJNA289273	SRR5643057	Freshwater	Subsurface rock and fluid	USA	18.08.12	No	38.862	-122.414
845	PRJNA289273	SRR5643059	Freshwater	Subsurface rock and fluid	USA	18.08.12	No	38.862	-122.414
846	PRJNA289273	SRR5643063	Freshwater	Subsurface rock and fluid	USA	18.08.12	No	38.862	-122.414
847	PRJNA289273	SRR5643064	Freshwater	Subsurface rock and fluid	USA	18.08.12	No	38.862	-122.414
848	PRJNA289273	SRR5643066	Freshwater	Subsurface rock and fluid	USA	18.08.12	No	38.862	-122.414
849	PRJNA289273	SRR5643067	Freshwater	Subsurface rock and fluid	USA	18.08.12	No	38.862	-122.414
