	Study	Sample	Ecosystem	Habitat	Location	Date	Cryosphere	Latitude	Longitude
2112	PRJNA512531	SRR8429144	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2113	PRJNA512531	SRR8429145	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2114	PRJNA512531	SRR8429146	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2115	PRJNA512531	SRR8429147	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2116	PRJNA512531	SRR8429148	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2117	PRJNA512531	SRR8429149	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2118	PRJNA512531	SRR8429150	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2119	PRJNA512531	SRR8429151	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2120	PRJNA512531	SRR8429152	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2121	PRJNA512531	SRR8429153	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2122	PRJNA512531	SRR8429154	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2123	PRJNA512531	SRR8429155	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2124	PRJNA512531	SRR8429156	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2125	PRJNA512531	SRR8429157	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2126	PRJNA512531	SRR8429158	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2127	PRJNA512531	SRR8429159	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2128	PRJNA512531	SRR8429160	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2129	PRJNA512531	SRR8429161	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2130	PRJNA512531	SRR8429162	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2131	PRJNA512531	SRR8429163	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2132	PRJNA512531	SRR8429164	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2133	PRJNA512531	SRR8429165	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2134	PRJNA512531	SRR8429166	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2135	PRJNA512531	SRR8429167	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2136	PRJNA512531	SRR8429168	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2137	PRJNA512531	SRR8429169	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2138	PRJNA512531	SRR8429170	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2139	PRJNA512531	SRR8429171	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2140	PRJNA512531	SRR8429172	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2141	PRJNA512531	SRR8429173	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2142	PRJNA512531	SRR8429174	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2143	PRJNA512531	SRR8429175	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2144	PRJNA512531	SRR8429176	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2145	PRJNA512531	SRR8429177	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2146	PRJNA512531	SRR8429178	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2147	PRJNA512531	SRR8429179	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2148	PRJNA512531	SRR8429180	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2149	PRJNA512531	SRR8429181	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2150	PRJNA512531	SRR8429182	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2151	PRJNA512531	SRR8429183	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2152	PRJNA512531	SRR8429184	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2153	PRJNA512531	SRR8429185	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2154	PRJNA512531	SRR8429186	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2155	PRJNA512531	SRR8429187	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2156	PRJNA512531	SRR8429188	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2157	PRJNA512531	SRR8429189	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2158	PRJNA512531	SRR8429190	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2159	PRJNA512531	SRR8429191	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2160	PRJNA512531	SRR8429192	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2161	PRJNA512531	SRR8429193	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2162	PRJNA512531	SRR8429194	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2163	PRJNA512531	SRR8429195	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-05	No	-36.898979	174.538467
2164	PRJNA512531	SRR8429196	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2165	PRJNA512531	SRR8429197	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2166	PRJNA512531	SRR8429199	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2167	PRJNA512531	SRR8429200	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2168	PRJNA512531	SRR8429201	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2169	PRJNA512531	SRR8429202	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2170	PRJNA512531	SRR8429203	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2171	PRJNA512531	SRR8429204	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-05	No	-36.898979	174.538467
2172	PRJNA512531	SRR8429205	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2173	PRJNA512531	SRR8429206	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2174	PRJNA512531	SRR8429207	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2175	PRJNA512531	SRR8429208	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2176	PRJNA512531	SRR8429209	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2177	PRJNA512531	SRR8429210	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2178	PRJNA512531	SRR8429211	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2179	PRJNA512531	SRR8429213	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2180	PRJNA512531	SRR8429214	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2181	PRJNA512531	SRR8429215	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2182	PRJNA512531	SRR8429216	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2183	PRJNA512531	SRR8429217	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2184	PRJNA512531	SRR8429218	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2185	PRJNA512531	SRR8429219	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2186	PRJNA512531	SRR8429220	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2187	PRJNA512531	SRR8429221	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2188	PRJNA512531	SRR8429222	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2189	PRJNA512531	SRR8429223	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2190	PRJNA512531	SRR8429224	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2191	PRJNA512531	SRR8429225	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2192	PRJNA512531	SRR8429226	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2193	PRJNA512531	SRR8429227	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2194	PRJNA512531	SRR8429228	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2195	PRJNA512531	SRR8429229	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2196	PRJNA512531	SRR8429230	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2197	PRJNA512531	SRR8429231	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2198	PRJNA512531	SRR8429232	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2199	PRJNA512531	SRR8429233	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2200	PRJNA512531	SRR8429234	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2201	PRJNA512531	SRR8429235	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2202	PRJNA512531	SRR8429236	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2203	PRJNA512531	SRR8429237	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2204	PRJNA512531	SRR8429238	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2205	PRJNA512531	SRR8429239	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2206	PRJNA512531	SRR8429240	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2207	PRJNA512531	SRR8429241	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2208	PRJNA512531	SRR8429242	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-05	No	-36.898979	174.538467
2209	PRJNA512531	SRR8429243	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2210	PRJNA512531	SRR8429244	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2211	PRJNA512531	SRR8429245	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2212	PRJNA512531	SRR8429246	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2213	PRJNA512531	SRR8429247	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2214	PRJNA512531	SRR8429248	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2215	PRJNA512531	SRR8429249	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2216	PRJNA512531	SRR8429250	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2217	PRJNA512531	SRR8429251	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2218	PRJNA512531	SRR8429252	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2219	PRJNA512531	SRR8429253	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2220	PRJNA512531	SRR8429254	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2221	PRJNA512531	SRR8429255	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2222	PRJNA512531	SRR8429256	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2223	PRJNA512531	SRR8429257	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2224	PRJNA512531	SRR8429258	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2225	PRJNA512531	SRR8429259	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2226	PRJNA512531	SRR8429260	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2227	PRJNA512531	SRR8429261	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2228	PRJNA512531	SRR8429262	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2229	PRJNA512531	SRR8429263	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2230	PRJNA512531	SRR8429264	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2231	PRJNA512531	SRR8429265	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2232	PRJNA512531	SRR8429266	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2233	PRJNA512531	SRR8429268	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2234	PRJNA512531	SRR8429269	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2235	PRJNA512531	SRR8429270	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2236	PRJNA512531	SRR8429271	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2237	PRJNA512531	SRR8429272	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2238	PRJNA512531	SRR8429273	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2239	PRJNA512531	SRR8429274	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2240	PRJNA512531	SRR8429275	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2241	PRJNA512531	SRR8429276	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2242	PRJNA512531	SRR8429277	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2243	PRJNA512531	SRR8429278	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2244	PRJNA512531	SRR8429279	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2245	PRJNA512531	SRR8429280	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2246	PRJNA512531	SRR8429281	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2247	PRJNA512531	SRR8429282	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2248	PRJNA512531	SRR8429283	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2249	PRJNA512531	SRR8429284	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2250	PRJNA512531	SRR8429285	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2251	PRJNA512531	SRR8429286	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2252	PRJNA512531	SRR8429287	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2253	PRJNA512531	SRR8429288	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2254	PRJNA512531	SRR8429289	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2255	PRJNA512531	SRR8429290	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2256	PRJNA512531	SRR8429291	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2257	PRJNA512531	SRR8429292	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2258	PRJNA512531	SRR8429293	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2259	PRJNA512531	SRR8429294	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2260	PRJNA512531	SRR8429295	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2261	PRJNA512531	SRR8429296	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2262	PRJNA512531	SRR8429297	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2263	PRJNA512531	SRR8429298	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2264	PRJNA512531	SRR8429299	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2265	PRJNA512531	SRR8429300	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2266	PRJNA512531	SRR8429301	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2267	PRJNA512531	SRR8429302	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2268	PRJNA512531	SRR8429303	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2269	PRJNA512531	SRR8429304	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2270	PRJNA512531	SRR8429305	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2271	PRJNA512531	SRR8429306	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2272	PRJNA512531	SRR8429308	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2273	PRJNA512531	SRR8429309	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2274	PRJNA512531	SRR8429310	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2275	PRJNA512531	SRR8429311	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2276	PRJNA512531	SRR8429312	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2277	PRJNA512531	SRR8429313	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2278	PRJNA512531	SRR8429314	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2279	PRJNA512531	SRR8429315	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2280	PRJNA512531	SRR8429316	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2281	PRJNA512531	SRR8429317	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2282	PRJNA512531	SRR8429318	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2283	PRJNA512531	SRR8429319	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2284	PRJNA512531	SRR8429320	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2285	PRJNA512531	SRR8429321	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2286	PRJNA512531	SRR8429322	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2287	PRJNA512531	SRR8429323	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2288	PRJNA512531	SRR8429324	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2289	PRJNA512531	SRR8429325	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2290	PRJNA512531	SRR8429326	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2291	PRJNA512531	SRR8429327	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2292	PRJNA512531	SRR8429328	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2293	PRJNA512531	SRR8429329	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2294	PRJNA512531	SRR8429330	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2295	PRJNA512531	SRR8429331	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2296	PRJNA512531	SRR8429332	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2297	PRJNA512531	SRR8429333	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2298	PRJNA512531	SRR8429334	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2299	PRJNA512531	SRR8429335	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2300	PRJNA512531	SRR8429336	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-05	No	-36.898979	174.538467
2301	PRJNA512531	SRR8429339	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2302	PRJNA512531	SRR8429340	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2303	PRJNA512531	SRR8429341	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2304	PRJNA512531	SRR8429342	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2305	PRJNA512531	SRR8429344	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2306	PRJNA512531	SRR8429345	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2307	PRJNA512531	SRR8429346	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2308	PRJNA512531	SRR8429347	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2309	PRJNA512531	SRR8429348	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2310	PRJNA512531	SRR8429349	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2311	PRJNA512531	SRR8429350	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-05	No	-36.898979	174.538467
2312	PRJNA512531	SRR8429351	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2313	PRJNA512531	SRR8429352	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2314	PRJNA512531	SRR8429353	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2315	PRJNA512531	SRR8429355	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2316	PRJNA512531	SRR8429356	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-05	No	-36.898979	174.538467
2317	PRJNA512531	SRR8429357	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2318	PRJNA512531	SRR8429358	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2319	PRJNA512531	SRR8429359	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2320	PRJNA512531	SRR8429361	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2321	PRJNA512531	SRR8429362	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2322	PRJNA512531	SRR8429363	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2323	PRJNA512531	SRR8429364	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2324	PRJNA512531	SRR8429365	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2325	PRJNA512531	SRR8429366	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2326	PRJNA512531	SRR8429367	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2327	PRJNA512531	SRR8429368	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2328	PRJNA512531	SRR8429369	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2329	PRJNA512531	SRR8429370	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2330	PRJNA512531	SRR8429371	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2331	PRJNA512531	SRR8429372	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2332	PRJNA512531	SRR8429373	Terrestrial	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
2333	PRJNA512531	SRR8429374	Freshwater	"Stream water, sediment and soil"	New Zealand	2017-04	No	-36.898979	174.538467
